Johnathan Motley,PF,22,DAL,3,8,45.6,0.528,0,1.6,0,9.7,35.1,30.4,0,22.8,0,48.6,0,0,0,0.295,1.1,14.3,15.4,0,50000,50000,0,0,0,0,100000,0,0,3,3,234
Kyle Collinsworth,SF,26,DAL,14,176,10.8,0.507,0.167,0.567,5.6,9.7,11.8,13.8,2.6,1,17.6,11.8,0.1,0.2,0.3,0.077,-3.2,2.3,-0.8,0.1,92160,0,0,0,0,0,142160,0,0,2,3,280
Maxi Kleber,PF,26,DAL,51,904,12.9,0.553,0.369,0.157,6.9,9.7,10.1,6.4,1.1,3.5,7.3,13.7,1.1,0.9,2,0.105,-1,1.2,0.2,0.5,815615,1378242,0,0,0,0,815615,0,0,2,3,333
Nerlens Noel,C,23,DAL,18,225,15.5,0.587,0,0.358,12.6,9.7,18.2,4,2.2,4.1,19.6,15.5,0.2,0.4,0.6,0.125,-3.6,2.3,-1.3,0,4187599,0,0,0,0,0,4187599,0,0,2,5,353
Salah Mejri,C,31,DAL,51,629,18.7,0.652,0.025,0.463,13.1,9.7,19.5,7,1.6,8.6,18,12.9,1.3,1.2,2.5,0.19,-1.6,5.5,3.9,0.9,1471382,0,0,0,0,0,1471382,0,0,1,3,402
Wesley Matthews,SF,31,DAL,56,1913,11.7,0.545,0.568,0.152,1.2,9.7,5.2,12.8,1.8,0.6,10.3,17.7,1.1,1.4,2.6,0.064,0.5,-0.2,0.3,1.1,17884176,18622514,0,0,0,0,17884176,0,0,2,6,469
Yogi Ferrell,SG,24,DAL,57,1665,10.9,0.554,0.495,0.164,1.6,9.7,6.5,11.6,1.2,0.2,10.2,16.3,1.2,1,2.2,0.064,-0.4,-0.6,-1,0.4,1312611,0,0,0,0,0,1312611,0,0,2,6,475
Darrell Arthur,PF,29,DEN,13,111,7.2,0.533,0.436,0.077,2,9.7,7.1,9.5,2.7,0.8,24.4,20.9,-0.2,0.1,-0.1,-0.037,-4.7,-1.2,-5.9,-0.1,7464912,7464912,0,0,0,0,7464912,0,0,1,1,90
Devin Harris,PG,34,DEN,45,829,13.6,0.56,0.44,0.392,1.2,9.7,5.9,16.2,2.1,0.9,13,21.5,0.7,0.8,1.5,0.087,-0.4,-0.9,-1.2,0.2,4402546,0,0,0,0,0,4402546,0,0,2,2,115
Gary Harris,SG,23,DEN,52,1808,16.9,0.599,0.451,0.178,2,9.7,4.5,14.1,2.6,0.6,11.4,20.4,3.3,1.4,4.7,0.125,2.7,-1.1,1.6,1.7,2550055,16517857,17839286,19160714,20482143,0,76550055,0,0,1,6,153
Jamal Murray,PG,20,DEN,55,1656,16.1,0.575,0.397,0.218,3.7,9.7,6.5,15.5,1.4,0.8,12.9,23.5,2.6,0.9,3.5,0.103,1.6,-2.1,-0.5,0.6,3355320,3499800,4444746,0,0,0,6855120,0,0,2,6,195
Juan Hernangomez,PF,22,DEN,20,232,10,0.501,0.661,0.186,7.7,9.7,11.9,5.3,1.3,1.1,9.9,13.3,0.2,0.2,0.3,0.071,-1.3,-1.4,-2.8,0,2076840,2166360,3321030,0,0,0,4243200,0,0,2,3,251
Kenneth Faried,PF,28,DEN,33,461,17.7,0.552,0.007,0.345,16.5,9.7,18.7,5.9,1.3,2.4,11.9,18.3,0.9,0.5,1.3,0.138,-1.1,-0.8,-1.9,0,12921348,13764045,0,0,0,0,26685393,0,0,1,6,266
Malik Beasley,SG,21,DEN,46,477,8.2,0.485,0.432,0.164,3.1,9.7,7.4,7.7,1.3,0.7,11.3,16.1,-0.1,0.3,0.2,0.021,-3.3,-2,-5.3,-0.4,1700640,1773840,2731714,0,0,0,3474480,0,0,2,3,309
Mason Plumlee,C,27,DEN,50,1047,16.3,0.563,0.004,0.493,10.1,9.7,16.1,14,1.7,4.7,19.4,16.9,0.8,1.4,2.3,0.104,-1.7,3.1,1.4,0.9,14041096,12917808,14041096,0,0,0,41000000,0,0,1,5,329
Monte Morris,PG,22,DEN,2,25,27.5,0.727,0.167,0.333,0,9.7,4.5,42,6,0,12.7,13.7,0.1,0,0.2,0.32,3.7,-1.2,2.5,0,50000,50000,0,0,0,0,100000,0,0,1,1,345
Nikola Jokic,C,22,DEN,49,1539,22.8,0.578,0.281,0.305,9.4,9.7,18.7,27.9,1.9,2,15.7,23.6,4,2,6,0.188,3.6,2.5,6.2,3.2,1471382,1600520,0,0,0,0,1471382,0,0,2,7,358
Paul Millsap,PF,32,DEN,16,475,17.4,0.531,0.287,0.322,5.7,9.7,11.7,15.8,1.8,3.6,12.5,24.2,0.4,0.5,1,0.1,-0.2,0.9,0.6,0.3,31269231,29730769,30500000,0,0,0,61000000,0,0,2,7,376
Richard Jefferson,SF,37,DEN,16,138,5.3,0.48,0.292,0.292,1.6,9.7,6.1,8.6,0.7,0.6,15.6,10.1,0,0.1,0,0.012,-4.6,-1.5,-6,-0.1,5000000,0,0,0,0,0,5000000,0,0,3,4,388
Torrey Craig,SF,27,DEN,26,418,9.8,0.535,0.418,0.319,6.7,9.7,10.5,5.6,1,1.2,9.6,12,0.4,0.3,0.7,0.079,-1.5,-1,-2.5,0,50000,0,0,0,0,0,50000,0,0,2,1,441
Trey Lyles,PF,22,DEN,51,1069,18.7,0.601,0.408,0.281,4.6,9.7,14.4,9.4,1.1,2,8.8,20.9,2.3,1.1,3.4,0.153,1,-1,0,0.5,2441400,3364249,0,0,0,0,5805649,0,0,2,5,446
Tyler Lydon,PF,21,DEN,1,2,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,-0.008,-5.8,-0.5,-6.3,0,1579440,1874640,2190720,0,0,0,3454080,0,0,2,2,454
Will Barton,SG,27,DEN,55,1765,15.7,0.548,0.408,0.216,2.8,9.7,8.4,19.2,1.7,1.6,12.3,20.5,2.4,1.5,3.9,0.105,1.1,-0.2,0.9,1.3,3533333,0,0,0,0,0,3533333,0,0,3,6,470
Wilson Chandler,SF,30,DEN,50,1518,10.1,0.528,0.38,0.204,4.9,9.7,9.3,9,0.8,1.3,13.2,14.3,1,0.9,1.8,0.058,-1.3,-0.3,-1.6,0.2,12016854,12800562,0,0,0,0,12016854,0,0,3,4,473
Aaron Gray,C,33,DET,33,335,7.9,0.455,0.017,0.31,13,21.8,17.4,8.2,1.5,1.9,29.1,12.2,-0.2,0.4,0.1,0.018,-4.2,1.7,-2.5,0,452059,0,0,0,0,0,452059,0,0,1,1,3
Andre Drummond,C,24,DET,53,1767,24.1,0.567,0.01,0.449,16.4,36.7,26.3,17.8,2.5,4.1,17.1,21.5,3.6,3.9,7.5,0.203,1.2,5.9,7.1,4.1,23775506,25434263,27093019,28751775,0,0,76302788,0,0,1,8,19
Anthony Tolliver,PF,32,DET,52,1106,12.9,0.65,0.794,0.296,2.8,9.7,7.5,8.3,0.8,1.1,11.9,14.8,2,0.9,2.9,0.127,1.7,-0.9,0.8,0.8,3290000,0,0,0,0,0,3290000,0,0,2,2,26
Blake Griffin,PF,28,DET,39,1343,20.7,0.546,0.327,0.369,4.6,9.7,12.6,27.1,1.2,0.8,12,29.5,2.5,1.4,3.8,0.137,3.2,0.1,3.4,1.9,29512900,31873932,34234964,36595996,38957028,0,132217792,0,0,2,8,37
Dwight Buycks,PG,28,DET,15,234,14.5,0.543,0.221,0.202,2.3,9.7,6.2,24.6,1.7,0.8,16.9,25.8,0.1,0.2,0.3,0.06,-1.5,-1.6,-3.1,-0.1,748160,1600520,0,0,0,0,748160,0,0,2,2,128
Eric Moreland,PF,26,DET,44,498,11.6,0.5,0,0.276,10.1,9.7,17.5,12.5,1.6,5,24.4,7.7,0.4,0.9,1.3,0.121,-3.4,5.2,1.8,0.5,1739333,1826300,1913267,0,0,0,1739333,0,0,2,1,142
Henry Ellenson,PF,21,DET,21,141,6.5,0.413,0.406,0.047,3.9,9.7,15.1,8.6,1.1,0,12.1,23.4,-0.3,0.2,-0.2,-0.06,-6.8,-2.2,-9,-0.2,1780800,1857480,2856804,0,0,0,3638280,0,0,2,3,169
Ish Smith,PG,29,DET,55,1335,14.9,0.5,0.079,0.149,1.6,9.7,6.3,29.4,1.5,0.9,10.8,21.5,1.2,1.2,2.4,0.087,-1.3,-0.7,-2,0,6000000,6000000,0,0,0,0,12000000,0,0,2,3,178
Jameer Nelson,PG,35,DET,44,916,9,0.517,0.528,0.08,1.5,9.7,5.9,23.3,1.2,0.3,20.6,13.2,0.3,0.4,0.8,0.04,-2,-1.8,-3.8,-0.4,8000000,0,0,0,0,0,8000000,0,0,1,3,196
James Ennis,SF,27,DET,46,1076,12.5,0.616,0.376,0.336,5.9,9.7,8.7,7.2,1.6,1,12.6,12.7,1.7,0.8,2.5,0.11,0,0,0.1,0.6,3028410,0,0,0,0,0,3028410,0,0,2,2,198
Jon Leuer,PF,28,DET,8,136,9,0.505,0.083,0.417,5.6,9.7,13.2,5.2,0.4,1.9,14.1,16.2,0,0.1,0.1,0.05,-5.5,-0.5,-6,-0.1,10497319,10002681,9508043,0,0,0,30008043,0,0,2,3,235
Langston Galloway,SG,26,DET,45,675,13.5,0.527,0.654,0.129,1.8,9.7,6,11.7,1.8,0.7,5.1,19.2,0.8,0.7,1.4,0.101,0.8,-1.6,-0.8,0.2,6666667,7000000,7333333,0,0,0,21000000,0,0,2,3,290
Luis Montero,SG,24,DET,2,8,-15.6,0,0,0,0,9.7,14,0,0,0,66.7,16.6,-0.1,0,-0.1,-0.448,-23.6,-2.2,-25.8,0,50000,0,0,0,0,0,50000,0,0,2,2,300
Luke Kennard,SG,21,DET,48,901,11.4,0.549,0.418,0.142,1.7,9.7,6.3,11.3,1.7,0.8,12.8,16.9,0.4,0.9,1.3,0.069,-1.5,-0.4,-1.9,0,2759280,3275280,3827160,5273826,0,0,6034560,0,0,2,5,302
Reggie Bullock,SF,26,DET,40,1034,13.4,0.653,0.56,0.09,1.4,9.7,4.8,7.2,1.5,0.6,7.1,13.3,1.9,0.9,2.8,0.128,1.5,-0.5,1.1,0.8,2500000,2500000,0,0,0,0,2500000,0,0,2,3,385
Reggie Hearn,SG,26,DET,1,3,44.7,1.5,1,0,0,9.7,0,0,0,0,0,14.8,0,0,0,0.234,20.9,-6.8,14.1,0,0,0,0,0,0,0,0,0,0,2,3,386
Reggie Jackson,PG,27,DET,33,894,16.4,0.54,0.305,0.232,2.7,9.7,5.8,33,1.2,0.3,15.5,26.3,1,0.7,1.7,0.089,1.2,-2.2,-0.9,0.2,16000000,17043478,18086956,0,0,0,51130434,0,0,2,6,387
Stanley Johnson,SF,21,DET,44,1232,8.8,0.484,0.441,0.252,1.9,9.7,7.4,8.1,2.2,0.7,10.6,15.6,-0.2,1.4,1.2,0.047,-2.4,0.8,-1.5,0.1,3097800,3940402,0,0,0,0,7038202,0,0,3,6,415
Andre Iguodala,SF,34,GSW,47,1198,10.3,0.504,0.36,0.289,4,11.8,8.2,15.7,1.6,1.7,15.7,11.1,0.9,1.1,2.1,0.083,-0.9,0.8,-0.1,0.6,14814815,16000000,17185185,0,0,0,48000000,0,0,2,6,20
Damian Jones,C,22,GSW,3,8,-4.4,0,0,0,15.2,9.7,7,0,0,9.8,100,5.5,0,0,0,-0.049,-7.1,3.8,-3.3,0,1312611,1544951,2305057,0,0,0,2857562,0,0,1,1,78
David West,C,37,GSW,52,704,23.3,0.64,0.026,0.211,8.1,9.7,14.2,20.6,2.3,6.3,16.2,21.5,1.7,1.3,3,0.204,1.2,3.5,4.7,1.2,2328652,0,0,0,0,0,2328652,0,0,2,7,94
Draymond Green,PF,27,GSW,49,1597,16.4,0.549,0.408,0.3,4.7,9.7,13.6,28.9,1.8,3.4,21.9,17.6,2.1,2.4,4.4,0.133,0.7,2.7,3.4,2.2,16400000,17469565,18539130,0,0,0,52408695,0,0,3,9,126
JaVale McGee,C,30,GSW,40,318,22.1,0.661,0.056,0.306,11.1,9.7,13.4,7.8,1.5,7.9,11.6,19,0.9,0.5,1.4,0.214,0.8,2.1,2.9,0.4,2116955,0,0,0,0,0,2116955,0,0,1,3,210
Jordan Bell,C,23,GSW,38,546,19.4,0.673,0.023,0.229,10.3,9.7,15.3,16.8,2.3,5.7,20.9,14.6,1.2,1,2.2,0.193,1.1,3.9,5,1,815615,1378252,0,0,0,0,2193867,0,0,2,4,240
Kevin Durant,PF,29,GSW,48,1657,25.4,0.639,0.342,0.318,1.8,9.7,11,24.9,1.2,4.4,13.2,29.3,5.2,2.2,7.4,0.214,4.7,1,5.7,3.2,25000000,26250000,0,0,0,0,25000000,0,0,4,8,269
Kevon Looney,C,21,GSW,45,499,13.4,0.581,0,0.495,13,9.7,14.5,6.4,1.1,4.1,14.8,12.4,0.8,0.6,1.3,0.129,-1,1,0,0.2,1471382,0,0,0,0,0,1471382,0,0,2,1,271
Klay Thompson,SG,27,GSW,55,1884,16.5,0.609,0.449,0.081,1.5,9.7,6.5,11.2,1,1.3,9.6,23.3,2.8,1.3,4.2,0.107,2.2,-2.3,-0.1,0.9,17826150,18988725,0,0,0,0,36814875,0,0,2,7,274
Nick Young,SG,32,GSW,54,765,11.7,0.591,0.683,0.105,1.8,9.7,4.7,3.6,1.4,0.6,7.1,18.4,0.7,0.5,1.2,0.074,0.8,-3.7,-3,-0.2,5192000,0,0,0,0,0,5192000,0,0,2,2,355
Omri Casspi,SF,29,GSW,43,637,15.5,0.643,0.104,0.324,5,9.7,14.9,9.3,1.3,2.2,14.3,15.8,1.1,0.8,1.9,0.145,-1.1,0.3,-0.8,0.2,2106470,0,0,0,0,0,2106470,0,0,2,3,365
Patrick McCaw,SG,22,GSW,50,790,8,0.497,0.367,0.148,2.5,9.7,5.1,10.8,2.2,0.9,15.1,11.7,0.1,0.7,0.8,0.047,-2.1,-0.3,-2.5,-0.1,1312611,0,0,0,0,0,1312611,0,0,2,1,371
Shaun Livingston,PG,32,GSW,48,745,11.2,0.53,0.014,0.18,3.8,9.7,6.2,16.4,1.4,1.7,14,16.3,0.6,0.6,1.2,0.075,-2.5,-1,-3.5,-0.3,7692308,8307692,7692308,0,0,0,18000000,0,0,2,6,410
Stephen Curry,PG,29,GSW,41,1349,28,0.673,0.583,0.361,2.5,9.7,8.7,30.6,2.3,0.3,13.1,30.5,6.2,1.5,7.6,0.272,9.8,-1.5,8.3,3.5,34682550,37457154,40231758,43006362,45780966,0,201158790,0,0,2,10,416
Zaza Pachulia,C,33,GSW,46,685,17.5,0.646,0,0.332,10,9.7,18.5,14.9,2,1,19.8,17,1.4,1,2.4,0.171,0.1,1.1,1.2,0.6,3477600,0,0,0,0,0,3477600,0,0,1,3,479
Bobby Brown,PG,33,HOU,20,115,5.5,0.425,0.69,0.034,0,9.7,3.5,14.8,1.7,0,13.3,25.8,-0.3,0.1,-0.2,-0.083,-5,-4.4,-9.3,-0.2,1524305,0,0,0,0,0,0,0,0,1,2,39
Chinanu Onuaku,C,20,HOU,5,52,12.3,0.799,0,0.571,4.2,9.7,10.5,7.8,2.8,1.6,31.3,10.4,0.1,0.1,0.1,0.123,-2.4,1.8,-0.6,0,1312611,1544951,0,0,0,0,2857562,0,0,1,4,64
Chris Paul,PG,32,HOU,37,1181,26,0.616,0.481,0.275,2.1,9.7,10,43,2.8,0.8,12.5,24.7,5.3,1.7,7,0.285,7.1,1,8.1,3,24599495,0,0,0,0,0,24599495,0,0,1,9,66
Clint Capela,C,23,HOU,50,1356,25.4,0.655,0.002,0.398,13.4,9.7,23.2,6.3,1.4,5.9,12.1,20.3,4.3,2.6,6.9,0.243,0.2,2.8,3,1.7,2334520,0,0,0,0,0,2334520,0,0,1,6,67
Demetrius Jackson,PG,23,HOU,12,63,-0.6,0.286,0.429,0,7.2,9.7,9.9,10.6,3.1,1.4,41.7,16.7,-0.3,0.1,-0.2,-0.165,-10,2.1,-7.8,-0.1,50000,0,0,0,0,0,124159,0,0,1,3,106
Eric Gordon,SG,29,HOU,50,1594,14.8,0.564,0.613,0.265,1.4,9.7,4.2,12.2,1,1,10.8,25.4,1.9,1.1,3,0.091,1.1,-2.9,-1.8,0.1,12943020,13500375,14057730,0,0,0,40501125,0,0,1,6,140
Gerald Green,SG,32,HOU,19,470,15,0.592,0.712,0.19,1.7,9.7,6.8,3,1.1,1.6,5.9,22,0.8,0.4,1.2,0.123,1.2,-3,-1.9,0,947248,0,0,0,0,0,947248,0,0,2,5,158
James Harden,SG,28,HOU,48,1718,30.3,0.621,0.512,0.476,1.7,9.7,7.9,45.1,2.4,1.7,14.5,36.1,8.3,2.3,10.6,0.296,10,0.6,10.6,5.5,28299399,30431854,37800000,40824000,43848000,0,181203253,0,0,2,8,199
Joe Johnson,SF,36,HOU,32,700,9.2,0.492,0.372,0.106,2,9.7,8.8,9.8,0.9,0.7,11.6,17.3,-0.2,0.6,0.4,0.026,-3.1,-0.5,-3.7,-0.3,749905,0,0,0,0,0,749905,0,0,3,5,226
Luc Mbah,PF,31,HOU,38,1031,9.5,0.585,0.53,0.253,1.8,9.7,6.9,5,2.2,1.3,16,12.2,0.4,1.2,1.6,0.073,-1.5,1.3,-0.2,0.5,2116955,0,0,0,0,0,2116955,0,0,3,7,298
Markel Brown,SG,26,HOU,4,31,-1.2,0.357,0.714,0,3.7,9.7,9.2,8.6,0,0,22.2,12.7,-0.1,0,0,-0.068,-6.5,-1.9,-8.4,-0.1,0,0,0,0,0,0,0,0,0,2,1,322
Nene Hilario,C,35,HOU,38,567,17,0.624,0.011,0.413,6.8,9.7,12.8,10.8,1.7,1.4,12.8,18.7,1.3,0.7,2,0.167,-1,0.4,-0.6,0.2,3477600,3651480,3825360,0,0,0,10954440,0,0,1,6,352
P.J. Tucker,SF,32,HOU,55,1523,7.5,0.52,0.669,0.158,4.4,9.7,11.8,4.1,1.8,0.7,14.2,9.5,0.4,1.8,2.2,0.07,-1.9,1.4,-0.5,0.6,7590035,7969537,8349039,7969537,0,0,26477799,0,0,2,4,367
R.J. Hunter,SG,24,HOU,2,2,38.9,0,0,0,0,9.7,28.4,100,0,0,0,0,0,0,0,0.582,-2.2,-3.5,-5.8,0,0,0,0,0,0,0,0,0,0,2,1,381
Ryan Anderson,PF,29,HOU,53,1483,12.4,0.593,0.706,0.194,5.9,9.7,10.7,5,0.7,1,8.3,14.3,2.5,1.2,3.8,0.122,1,-0.9,0.1,0.8,19578455,20421546,21264635,0,0,0,61264636,0,0,2,6,400
Tarik Black,C,26,HOU,36,365,13.9,0.579,0.084,0.474,13.7,9.7,16.8,3.3,1.9,4.7,20.2,17.3,0.3,0.6,0.9,0.113,-3.5,1.3,-2.1,0,3290000,0,0,0,0,0,3290000,0,0,1,1,423
Trevor Ariza,SF,32,HOU,44,1538,12.2,0.592,0.742,0.142,1.8,9.7,7.6,6.6,2.1,0.4,8.2,13.9,2.1,1.7,3.7,0.116,1.3,0.5,1.8,1.5,7420912,0,0,0,0,0,7420912,0,0,2,5,443
Troy Williams,SF,23,HOU,4,17,-2.3,0.242,0.556,0.333,6.7,9.7,13.4,8.5,2.9,0,8.8,29.2,-0.1,0,-0.1,-0.262,-11.5,-2.9,-14.4,-0.1,1471382,1544951,1676735,0,0,0,2085087,0,0,2,4,449
Zhou Qi,C,22,HOU,14,75,0,0.299,0.625,0.417,3,9.7,9.8,1.8,1.3,6.9,15,19.5,-0.3,0.1,-0.2,-0.129,-10.6,0.6,-10,-0.2,815615,1378242,1618520,1752950,0,0,815615,0,0,2,3,480
Al Jefferson,C,33,IND,28,380,17.9,0.559,0.006,0.143,6.4,25,15.9,9.9,1.6,3.2,9.9,21.4,0.5,0.5,1,0.127,-2.2,0.5,-1.7,0,9769821,10000000,0,0,0,0,13769821,0,0,2,4,6
Alex Poythress,PF,24,IND,21,90,7.7,0.5,0.381,0,7.7,8.7,8.2,2.9,1.7,1,8.7,11.4,0,0.1,0.1,0.057,-2.1,-1.4,-3.5,0,778668,1544951,0,0,0,0,778668,0,0,2,3,14
Ben Moore,PF,22,IND,2,9,-2.3,0,0,0,0,9.7,6.3,13,0,0,0,0,0,0,0,0.068,-5,0,-4.9,0,0,0,0,0,0,0,0,0,0,2,1,34
Bojan Bogdanovic,SF,28,IND,56,1706,13.5,0.598,0.467,0.233,1.2,9.7,6,6.8,1.2,0.2,9.6,18.6,2.4,0.9,3.3,0.094,1,-2.1,-1.1,0.4,10500000,10500000,0,0,0,0,12000000,0,0,2,3,42
Cory Joseph,PG,26,IND,57,1482,11,0.512,0.336,0.158,1.7,9.7,6.3,16.4,1.6,0.7,11.8,14.4,1,1,2.1,0.067,-1,-0.5,-1.5,0.2,7630000,7945000,0,0,0,0,7630000,0,0,2,5,71
Darren Collison,PG,30,IND,52,1574,18.7,0.608,0.327,0.234,2.1,9.7,5,24.8,2.4,0.7,10.8,17.4,4.4,1.3,5.7,0.174,3.2,-1,2.2,1.7,10000000,10000000,0,0,0,0,12000000,0,0,2,4,91
Domantas Sabonis,C,21,IND,55,1395,18.1,0.576,0.054,0.36,11.2,9.7,18.4,12.8,1,1.6,15.9,22.2,2.2,1.5,3.7,0.129,-0.3,0.3,-0.1,0.7,2550000,2659800,3529555,0,0,0,5209800,0,0,2,7,121
Georges Niang,PF,24,IND,2,2,27.1,0,0,0,0,9.7,0,0,25.2,0,0,0,0,0,0,0.328,2.9,23.4,26.4,0,100000,0,0,0,0,0,100000,0,0,1,2,156
Glenn Robinson,SF,23,IND,69,1427,11.5,0.564,0.37,0.225,4.5,9.7,9.7,4.7,1.4,1.2,9.1,12.8,1.3,1.2,2.5,0.085,-1.2,-0.2,-1.3,0.2,1524305,0,0,0,0,0,1524305,0,0,2,2,160
Ike Anigbogu,C,19,IND,10,28,23.2,0.558,0,0.667,20.7,9.7,18.3,0,1.8,9.4,14.7,21.8,0.1,0,0.1,0.173,-3.9,-1.7,-5.6,0,950000,1378242,1618520,0,0,0,1640000,0,0,1,2,172
Joe Young,PG,25,IND,40,403,11,0.561,0.364,0.194,1.7,9.7,5.5,8.1,1,0.2,10.3,17.3,0.3,0.2,0.5,0.059,-1.6,-3,-4.7,-0.3,1471382,1600520,0,0,0,0,1471382,0,0,2,1,227
Lance Stephenson,SG,27,IND,57,1330,12.7,0.509,0.324,0.192,3.8,9.7,13.5,18.6,1.2,0.7,15.7,20.8,0.1,1.3,1.4,0.051,-1.7,-0.1,-1.8,0.1,4180000,4360000,0,0,0,0,4180000,0,0,1,3,288
Myles Turner,C,21,IND,41,1159,17.8,0.577,0.245,0.338,5.1,9.7,13,7.5,0.9,6.5,11.7,21.1,1.5,1.5,3,0.125,-1,1.8,0.8,0.8,2569920,3410284,0,0,0,0,5980204,0,0,2,7,348
T.J. Leaf,PF,20,IND,42,398,10.3,0.549,0.313,0.087,7.3,9.7,9.6,2.8,0.6,0.7,7,14.5,0.4,0.2,0.6,0.075,-1.6,-3,-4.6,-0.3,2028360,2407560,2813280,4326825,0,0,4435920,0,0,2,4,419
Thaddeus Young,PF,29,IND,57,1862,14.9,0.542,0.228,0.09,7.5,9.7,10.4,9.2,2.4,1.1,10.2,17,2.1,1.9,3.9,0.101,0.7,0.9,1.6,1.7,14796348,13764045,0,0,0,0,14796348,0,0,2,5,429
Victor Oladipo,SG,25,IND,51,1761,23.9,0.593,0.339,0.288,1.8,9.7,8.9,19.9,3,2,12.2,30.4,3.7,2.3,6,0.165,4.1,0.5,4.6,2.9,21000000,21000000,21000000,21000000,0,0,84000000,0,0,1,9,462
Austin Rivers,SG,25,LAC,34,1113,12.9,0.526,0.458,0.198,1.5,9.7,3.7,17.5,1.8,0.7,10.9,22.1,0.7,0.7,1.4,0.061,0.7,-1.8,-1,0.3,11825000,12650000,0,0,0,0,11825000,0,0,2,5,30
Avery Bradley,SG,27,LAC,44,1383,9.7,0.495,0.332,0.132,1.7,9.7,4.6,10.4,1.8,0.5,13.4,23.7,-1.4,1.2,-0.2,-0.007,-2.8,-1.4,-4.2,-0.8,8808989,0,0,0,0,0,8808989,0,0,2,6,31
Boban Marjanovic,C,29,LAC,20,171,21.7,0.597,0,0.57,9.6,9.7,18.7,14.3,1.2,3.1,18.2,31.3,0.2,0.3,0.5,0.139,-2.5,0.4,-2.1,0,7000000,7000000,0,0,0,0,14000000,0,0,1,3,38
C.J. Williams,SG,27,LAC,28,544,10.1,0.549,0.414,0.097,2,9.7,4.3,6.4,2.2,2,9.6,13.3,0.3,0.5,0.8,0.07,-1.1,0.6,-0.6,0.2,13824,0,0,0,0,0,13824,0,0,2,3,54
Danilo Gallinari,SF,29,LAC,16,507,14.5,0.543,0.447,0.286,1.5,9.7,8.2,10.9,1.1,0.7,7.6,21.5,0.7,0.4,1.1,0.101,0.4,-1.5,-1.1,0.1,20559599,21587579,22615559,0,0,0,64762737,0,0,3,6,83
DeAndre Jordan,C,29,LAC,49,1575,18.9,0.646,0,0.483,14.8,9.7,25.5,6.1,0.7,2.5,16.5,14.2,3.6,2.4,5.9,0.181,-0.1,1.7,1.5,1.4,22642350,24119025,0,0,0,0,22642350,0,0,1,7,98
Jawun Evans,PG,21,LAC,38,701,7.2,0.412,0.205,0.197,1.3,9.7,6,18.6,2.4,0.7,13.9,18.7,-0.9,0.7,-0.2,-0.014,-4.7,-0.1,-4.8,-0.5,815615,1378242,1618520,0,0,0,2193857,0,0,1,2,211
Lou Williams,SG,31,LAC,53,1720,21.9,0.595,0.439,0.372,1.7,9.7,4.3,27.9,1.6,0.5,13.4,30.3,4.6,1.1,5.6,0.157,5.2,-2.8,2.4,1.9,7000000,8000000,8000000,1500000,0,0,23000000,0,0,2,7,297
Milos Teodosic,PG,30,LAC,25,640,11.2,0.513,0.654,0.097,2.2,9.7,6.7,30.3,1,0.4,19.3,19,0.3,0.4,0.7,0.05,0.2,-2,-1.8,0,6000000,6300000,0,0,0,0,6000000,0,0,2,6,342
Montrezl Harrell,C,24,LAC,48,741,22.7,0.624,0.007,0.405,9.8,9.7,14,8.2,1.4,3.7,9.9,22.5,2,0.9,2.9,0.189,0.7,0.4,1.1,0.6,1471382,0,0,0,0,0,1471382,0,0,2,4,346
Patrick Beverley,SG,29,LAC,11,334,12.5,0.53,0.504,0.143,5.3,9.7,7.3,14.3,2.8,1.3,16.5,19.7,0.1,0.4,0.4,0.063,0.3,0.6,0.9,0.2,5513514,5027028,0,0,0,0,5513514,0,0,2,7,370
Sam Dekker,PF,23,LAC,49,687,10.8,0.509,0.279,0.214,5.3,9.7,10.2,6.4,1.5,0.9,10.2,15.5,0.2,0.6,0.9,0.06,-2.5,-0.5,-3,-0.2,1794600,2760095,0,0,0,0,4554695,0,0,2,4,403
Sindarius Thornwell,SG,23,LAC,48,637,7.9,0.54,0.31,0.365,2.2,9.7,6.1,7.3,2,2.3,18,12.1,0,0.6,0.6,0.046,-3.1,1.3,-1.8,0,815615,1378242,1618520,0,0,0,2193857,0,0,2,2,412
Tobias Harris,PF,25,LAC,52,1701,16.6,0.558,0.384,0.186,2.4,9.7,8.8,9.9,1.2,0.9,6.4,23.4,2.6,1.6,4.2,0.119,1.2,-1.2,0,0.8,16000000,14800000,0,0,0,0,30800000,0,0,2,7,436
Tyrone Wallace,PG,23,LAC,17,494,11.1,0.541,0.154,0.397,2.4,9.7,6.4,12,1.5,1.4,13.1,16.1,0.4,0.4,0.7,0.072,-1.8,0.3,-1.5,0.1,0,0,0,0,0,0,0,0,0,2,3,458
Wesley Johnson,SF,30,LAC,49,1172,10.2,0.518,0.48,0.172,2,9.7,8.3,5.9,2.4,3.9,12.9,13.5,-0.1,1.6,1.5,0.063,-2.1,2.8,0.7,0.8,5881260,6134000,0,0,0,0,5881260,0,0,2,4,468
Alex Caruso,PG,23,LAL,24,309,7.8,0.475,0.333,0.2,2.7,8,5.3,19.6,1.9,1.6,24.3,11.8,-0.1,0.3,0.2,0.031,-4.1,0.1,-4,-0.2,18432,0,0,0,0,0,0,0,0,1,3,12
