Georgios Papagiannis,C,POR,185397,1730348,0,0,0,0,0,2,2019,70,20
Jake Layman,SF,POR,600000,1912611,3457562,0,0,0,0,3,2019,70,24
Maurice Harkless,SF,POR,9488764,19651685,30488764,42000000,0,0,0,4,2020,68,25
Meyers Leonard,PF,POR,9213483,19117977,29713483,41000000,0,0,0,4,2020,67,26
Nik Stauskas,SG,POR,1621415,0,0,0,0,0,0,1,2019,73,24
Seth Curry,SG,POR,2750000,5500000,0,0,0,0,0,2,2020,77,27
Zach Collins,C,POR,3057240,6686160,0,0,0,0,0,2,2021,71,20
Bogdan Bogdanovic,SG,SAC,9470614,18470614,27000000,0,0,0,0,3,2020,79,25
Buddy Hield,SG,SAC,1075849,4751329,8585089,0,0,0,0,3,2020,76,24
De'Aaron Fox,PG,SAC,4609200,10080120,0,0,0,0,0,2,2021,76,20
Frank Mason,PG,SAC,1184385,2562627,4181147,0,0,0,0,3,2020,75,24
Garrett Temple,SG,SAC,8000000,16000000,24000000,0,0,0,0,3,2019,75,32
Harry Giles,PF,SAC,1859400,4066440,0,0,0,0,0,2,2021,75,20
Iman Shumpert,SG,SAC,8988764,18651685,22330984,33342220,0,0,0,4,2019,73,28
Justin Jackson,SF,SAC,2365560,5173440,0,0,0,0,0,2,2021,73,23
Kosta Koufos,C,SAC,7700000,15746500,24139500,32879000,0,0,0,4,2019,68,29
Marvin Bagley III,PF,SAC,7305600,15861720,0,0,0,0,0,2,2022,81,19
Nigel Hayes,PF,SAC,55296,1433538,0,0,0,0,0,2,2019,68,23
Skal Labissiere,PF,SAC,1188840,2501451,4046402,0,0,0,0,3,2020,72,22
Willie Cauley-Stein,C,SAC,3398280,6949440,10653600,15350475,0,0,0,4,2019,75,25
Zach Randolph,PF,SAC,12307692,24000000,0,0,0,0,0,2,2019,73,36
Brandon Paul,SG,SAS,815615,2193857,0,0,0,0,0,2,2019,71,27
Danny Green,SG,SAS,10000000,20000000,30000000,40000000,0,0,0,4,2019,74,31
Dejounte Murray,PG,SAS,1180080,2492691,4037642,0,0,0,0,3,2020,78,21
Derrick White,PG,SAS,1404600,3071760,0,0,0,0,0,2,2021,66,24
Joffrey Lauvergne,PF,SAS,1524305,3180397,0,0,0,0,0,2,2019,74,26
Kawhi Leonard,SF,SAS,16407500,34045563,52914188,73013376,94343126,0,0,5,2020,92,27
LaMarcus Aldridge,PF,SAS,19689000,40264005,61725015,84072030,0,0,0,4,2021,85,32
Manu Ginobili,SG,SAS,2500000,5000000,0,0,0,0,0,2,2019,72,40
Marco Belinelli,SG,SAS,6000000,12000000,0,0,0,0,0,2,2020,77,32
Patrick Mills,PG,SAS,10714286,23142857,36428571,49714285,0,0,0,4,2021,79,29
Pau Gasol,PF,SAS,16000000,32000000,48000000,0,0,0,0,3,2020,76,37
Rudy Gay,SF,SAS,10087200,0,0,0,0,0,0,1,2019,79,31
Alfonzo McKinnie,PF,TOR,815615,2193857,0,0,0,0,0,2,2019,71,25
C.J. Miles,SF,TOR,7936508,16269841,25000000,0,0,0,0,3,2020,76,31
Delon Wright,PG,TOR,1509360,3086640,4731840,7268738,0,0,0,4,2019,72,26
DeMar DeRozan,SG,TOR,26540100,54280075,82020050,109760025,137500000,0,0,5,2021,90,28
Fred VanVleet,PG,TOR,8838000,18117900,0,0,0,0,0,2,2020,79,24
Jakob Poeltl,C,TOR,2703960,5529600,8476920,0,0,0,0,3,2020,68,22
Jonas Valanciunas,C,TOR,14382022,29842696,46382022,64000000,0,0,0,4,2020,82,26
Kyle Lowry,PG,TOR,28703704,59703704,93000000,0,0,0,0,3,2020,87,32
Malachi Richardson,SG,TOR,1439880,1975401,3544761,0,0,0,0,3,2020,73,22
Norman Powell,SG,TOR,9367200,19483776,30349728,41965056,0,0,0,4,2022,76,25
OG Anunoby,SF,TOR,1645200,3597960,0,0,0,0,0,2,2021,76,20
Pascal Siakam,PF,TOR,1196040,2508651,4053602,0,0,0,0,3,2020,74,24
Serge Ibaka,PF,TOR,20061728,41728395,65000000,0,0,0,0,3,2020,82,28
Alec Burks,SG,UTH,9463484,19617979,30463485,42000000,0,0,0,4,2019,74,26
Dante Exum,PG,UTH,11000000,22000000,33000000,0,0,0,0,3,2021,73,22
Derrick Favors,PF,UTH,18000000,36000000,0,0,0,0,0,2,2020,81,26
Donovan Mitchell,SG,UTH,2621280,5732760,0,0,0,0,0,2,2021,83,21
Ekpe Udoh,PF,UTH,3200000,6560000,0,0,0,0,0,2,2019,74,30
Grayson Allen,SG,UTH,2074320,4503720,0,0,0,0,0,2,2022,69,22
Jae Crowder,SF,UTH,6796117,13082525,15501482,22807307,30622840,0,0,5,2020,78,28
Joe Ingles,SF,UTH,14136364,27181819,39136365,50000002,0,0,0,4,2021,80,30
Jonas Jerebko,PF,UTH,4000000,8200000,0,0,0,0,0,2,2019,75,31
Raul Neto,PG,UTH,2750000,5720000,0,0,0,0,0,2,2020,72,26
Ricky Rubio,PG,UTH,12700000,26275000,40550000,55525000,0,0,0,4,2019,79,27
Royce O'Neale,SF,UTH,815615,2193857,3812377,0,0,0,0,3,2020,65,25
Rudy Gobert,C,UTH,21974719,45466292,70474719,97000000,0,0,0,4,2021,87,26
Thabo Sefolosha,SF,UTH,5250000,10500000,0,0,0,0,0,2,2019,73,34
Tony Bradley,C,UTH,1414920,3094440,0,0,0,0,0,2,2021,64,20
Austin Rivers,SG,WAS,11000000,22825000,35475000,0,0,0,0,3,2019,75,27
Bradley Beal,SG,WAS,22116750,45892256,71326519,98419538,127171313,0,0,5,2021,83,25
Ian Mahinmi,C,WAS,15944154,32605795,48549949,64000000,0,0,0,4,2020,72,31
Jason Smith,PF,WAS,5000000,10225000,15675000,0,0,0,0,3,2019,71,32
Jeff Green,SF,WAS,2393887,0,0,0,0,0,0,1,2019,78,31
Jodie Meeks,SG,WAS,3290000,6744500,0,0,0,0,0,2,2019,73,30
John Wall,PG,WAS,37800000,78624000,122472000,169344000,0,0,0,4,2023,88,27
Kelly Oubre,SF,WAS,1920240,3926880,6019920,9228550,0,0,0,4,2019,74,22
Markieff Morris,PF,WAS,2588235,9988235,17988235,26588235,0,0,0,4,2019,75,28
Otto Porter Jr.,SF,WAS,24773250,50785163,78035738,106524976,0,0,0,4,2021,82,25
Thomas Bryant,C,WAS,815615,2193857,0,0,0,0,0,2,2019,68,20
Tomas Satoransky,SG,WAS,2870813,5870813,9000000,0,0,0,0,3,2019,78,26
Troy Brown Jr.,SF,WAS,2749080,5968560,0,0,0,0,0,2,2022,70,18
